level_1,p1.key,p2.key,cos_sim,p1.country_code,p2.country_code,p1.key_y,level_1_x,cos_sim_y,p2.key_y,level_1_y,cos_sim_x_y
4837,7C6A63421F465FF5F692CB2E81C84481,FA144F20A427F4EB6C335D84835AA16A,0.649377238177,jp,jp,7C6A63421F465FF5F692CB2E81C84481,111584,0.649377238177,FA144F20A427F4EB6C335D84835AA16A,4837,0.649377238177
4340,7046C8C0E1E9E092A60920BD25CF5C23,4B76A49BBFAEC862E9F739E6E4441BFC,0.3857710024370705,tw,tw,7046C8C0E1E9E092A60920BD25CF5C23,129776,0.3857710024370705,4B76A49BBFAEC862E9F739E6E4441BFC,4340,0.3857710024370705
5953,985F664580954CF0737DB6AB44E96938,B3564C2D6CBE0756EB8053B7C8082232,0.5707928346741368,id,id,985F664580954CF0737DB6AB44E96938,137588,0.5707928346741368,B3564C2D6CBE0756EB8053B7C8082232,5953,0.5707928346741368
7754,C74C46453B3C92398CAC8F9240FCB236,4E3567128A4905EC379A8B12B65576B0,0.7511916660728019,mm,mm,C74C46453B3C92398CAC8F9240FCB236,143709,0.7511916660728019,4E3567128A4905EC379A8B12B65576B0,7754,0.7511916660728019
2156,3750FC22021B50F6ADA1405E4AF6DF25,E9CEC2388DBAD0F69434EF7D166A27A0,0.6298966686370504,th,th,3750FC22021B50F6ADA1405E4AF6DF25,154055,0.6298966686370504,E9CEC2388DBAD0F69434EF7D166A27A0,2156,0.6298966686370504
9260,ECC331F11EFC0FA2D657EC22522DF2D5,83C5FB8C63E15A362EF59B6E421C34A2,0.6219139361623096,vn,vn,ECC331F11EFC0FA2D657EC22522DF2D5,163715,0.6219139361623096,83C5FB8C63E15A362EF59B6E421C34A2,9260,0.6219139361623096
9690,F8685C659AF9347E0B1CF5C7FF2959AF,02C34DD8B943E77CC0CE0E12400AD2F7,0.7604365134351031,in,in,F8685C659AF9347E0B1CF5C7FF2959AF,178643,0.7604365134351031,02C34DD8B943E77CC0CE0E12400AD2F7,9690,0.7604365134351031
9288,ED5B3D895C9EFC8E91E807219B1EEBAE,152AA367D21F543A754D7624FE102DFA,0.6779794083324896,id,id,ED5B3D895C9EFC8E91E807219B1EEBAE,180931,0.6779794083324896,152AA367D21F543A754D7624FE102DFA,9288,0.6779794083324896
7464,C04E8E6072B4D4DD1D593ACD3CB29145,41767C513B4F56337B4713F445B4947D,0.6071632130308916,ru,ru,C04E8E6072B4D4DD1D593ACD3CB29145,190097,0.6071632130308916,41767C513B4F56337B4713F445B4947D,7464,0.6071632130308916
3680,5D93A581859D164F88262B1433749391,B7CB66F5A122FAB46AA6B56ABC42B86D,0.6125779127059998,mm,mm,5D93A581859D164F88262B1433749391,209535,0.6125779127059998,B7CB66F5A122FAB46AA6B56ABC42B86D,3680,0.6125779127059998
8663,DDDD724E7D90FC825F47B0590AC2C483,C5C52E0A0F07C19AA38470E352156C55,0.6165454402498699,in,in,DDDD724E7D90FC825F47B0590AC2C483,214940,0.6165454402498699,C5C52E0A0F07C19AA38470E352156C55,8663,0.6165454402498699
6133,9CD0A33748FB4C7C9EF6528FDB80A8FE,B9D7154525D2E50ABC540A6117A0A587,0.7148616677230966,in,in,9CD0A33748FB4C7C9EF6528FDB80A8FE,228079,0.7148616677230966,B9D7154525D2E50ABC540A6117A0A587,6133,0.7148616677230966
5753,936ACA6A2C63F7207B732A641320E919,5558D23B9F9C6724C84BEFC51E3185E5,0.7053037374578665,es,es,936ACA6A2C63F7207B732A641320E919,232200,0.7053037374578665,5558D23B9F9C6724C84BEFC51E3185E5,5753,0.7053037374578665
5581,8EE0DD3ABB823F07430D1F5BD7B511EB,15EE80CA34C08B8FC63A15F86AE62E95,0.7551710339704848,de,de,8EE0DD3ABB823F07430D1F5BD7B511EB,240732,0.7551710339704848,15EE80CA34C08B8FC63A15F86AE62E95,5581,0.7551710339704848
4495,74354E0523FBE4E9D37A85CF580593E3,6406E03133CFA74BEF359917DF344609,0.6707656073445186,cn,cn,74354E0523FBE4E9D37A85CF580593E3,254738,0.6707656073445186,6406E03133CFA74BEF359917DF344609,4495,0.6707656073445186
7804,C8B9ABFFB45BF79A630FB613DCD23449,8268B9E34FF94985ACB0AA9512598A96,0.808939907325307,id,id,C8B9ABFFB45BF79A630FB613DCD23449,268449,0.808939907325307,8268B9E34FF94985ACB0AA9512598A96,7804,0.808939907325307
6570,A84D082E83469D1B439EED55352EC697,53DB38FC61648F51F61987E3AD6C33DD,0.7834031084719445,vn,vn,A84D082E83469D1B439EED55352EC697,278622,0.7834031084719445,53DB38FC61648F51F61987E3AD6C33DD,6570,0.7834031084719445
6265,A0443C8C8C3372D662E9173C18FAAA2C,C432270CD05BD189CE6DACCC55BDF650,0.8716254914910335,ca,ca,A0443C8C8C3372D662E9173C18FAAA2C,284042,0.8716254914910335,C432270CD05BD189CE6DACCC55BDF650,6265,0.8716254914910335
1259,2042001847A1539C4205E0935326B3E5,89E5213E715AA2C880B2506958E11AEC,0.679554333736946,jp,jp,2042001847A1539C4205E0935326B3E5,298388,0.679554333736946,89E5213E715AA2C880B2506958E11AEC,1259,0.679554333736946
6006,99944930409083E947589A83F3E78568,522C617471304235E11FCA2CCF25B6D9,0.6324466626375287,ph,ph,99944930409083E947589A83F3E78568,307360,0.6324466626375287,522C617471304235E11FCA2CCF25B6D9,6006,0.6324466626375287
6872,B14DC78CA4E4435D66D0DA6D1FA6F3B4,8527144BFD3BA5FA26AC3AB63BC68DBD,0.8202525011155772,vn,vn,B14DC78CA4E4435D66D0DA6D1FA6F3B4,313777,0.8202525011155772,8527144BFD3BA5FA26AC3AB63BC68DBD,6872,0.8202525011155772
1648,297D65D7FF07B6C87DE4D23167444996,0BEDD95592C74844C636542403295ABC,0.8914703454823153,cn,cn,297D65D7FF07B6C87DE4D23167444996,322586,0.8914703454823153,0BEDD95592C74844C636542403295ABC,1648,0.8914703454823153
6396,A39B6FD48FF4E7E080D84CF7F5739A8A,57F774E6118395F2A44389D8C92809F6,0.8125716968904462,bd,bd,A39B6FD48FF4E7E080D84CF7F5739A8A,332064,0.8125716968904462,57F774E6118395F2A44389D8C92809F6,6396,0.8125716968904462
5264,865F122C979C089945FC155D3A3B981E,884C4EE37B41108CD277F475CF775B4A,1.0,fr,fr,865F122C979C089945FC155D3A3B981E,346836,1.0,884C4EE37B41108CD277F475CF775B4A,5264,1.0
3371,556DBFC342E6112DCE81B8226189B79D,74A51B12CA8B8F07CC9CBEADB3E679C0,0.8432964539734774,in,in,556DBFC342E6112DCE81B8226189B79D,353807,0.8432964539734774,74A51B12CA8B8F07CC9CBEADB3E679C0,3371,0.8432964539734774
9911,FDEFE73FBCA39C4B90DD74E45FDF7EDE,BD5771D80159E80035DF01A7C6F8E108,0.604799808429401,id,id,FDEFE73FBCA39C4B90DD74E45FDF7EDE,360863,0.604799808429401,BD5771D80159E80035DF01A7C6F8E108,9911,0.604799808429401
7811,C90D11A29B6D03EC4C0FA0552DB460D3,A1AB728EDE1619626E0CEC71A4FA451A,0.47323592815241877,th,th,C90D11A29B6D03EC4C0FA0552DB460D3,370695,0.47323592815241877,A1AB728EDE1619626E0CEC71A4FA451A,7811,0.47323592815241877
4363,70E2ED687C4F48C4B5DBAF8D5DAF1CD3,DEAC88DAF8BF90AA99F96BB104FA100F,0.8474033274305149,vn,vn,70E2ED687C4F48C4B5DBAF8D5DAF1CD3,381395,0.8474033274305149,DEAC88DAF8BF90AA99F96BB104FA100F,4363,0.8474033274305149
7514,C1572EF78AB09F123050E9DDDD8EC297,733AF80A78658A64762FCC064CBB94D7,0.790443197229647,ph,ph,C1572EF78AB09F123050E9DDDD8EC297,390208,0.790443197229647,733AF80A78658A64762FCC064CBB94D7,7514,0.790443197229647
2812,47F74D88E812CD45A074EFD6F09E8E82,EBA03B89E03E86A4D4EFA252EDAC5266,0.701469010929695,th,th,47F74D88E812CD45A074EFD6F09E8E82,403315,0.701469010929695,EBA03B89E03E86A4D4EFA252EDAC5266,2812,0.701469010929695
310,0800AB8E66FF24628766373A9E125FAD,0701613140DB95E75CAB429D0CE5CFFE,0.7658524528302533,id,id,0800AB8E66FF24628766373A9E125FAD,413163,0.7658524528302533,0701613140DB95E75CAB429D0CE5CFFE,310,0.7658524528302533
6808,AF71EB9A09E577CCB638840FD0E7C0DF,209F8177741AD3087D827079A335A4E3,0.7850791899659942,kr,kr,AF71EB9A09E577CCB638840FD0E7C0DF,421332,0.7850791899659942,209F8177741AD3087D827079A335A4E3,6808,0.7850791899659942
2280,3A0039709A62567DA5910352D68487BD,D4DCC299454DB7CE042AA874BDC1B57E,0.9455516074059743,my,my,3A0039709A62567DA5910352D68487BD,434020,0.9455516074059743,D4DCC299454DB7CE042AA874BDC1B57E,2280,0.9455516074059743
7029,B4D951D53AB4175B17F88E979AB2DD5E,8D5D108661C0A9FCAE9396D9EEEC946F,0.6448304311322681,vn,vn,B4D951D53AB4175B17F88E979AB2DD5E,447217,0.6448304311322681,8D5D108661C0A9FCAE9396D9EEEC946F,7029,0.6448304311322681
6552,A7B2719A5F0A3317621D8E50994D4C51,C67C1562873C0C06F8EA622ACBD29FE8,0.8642220450692552,au,au,A7B2719A5F0A3317621D8E50994D4C51,459448,0.8642220450692552,C67C1562873C0C06F8EA622ACBD29FE8,6552,0.8642220450692552
941,1830743CA9C6D0643BCCD16A43CA0230,6804FD3D697C69DE55A8A5003909945F,0.8290563262209474,kh,kh,1830743CA9C6D0643BCCD16A43CA0230,467066,0.8290563262209474,6804FD3D697C69DE55A8A5003909945F,941,0.8290563262209474
916,1778C4E79698C38CA6168C2217987E80,8D5E9A84100DF1B5913529233EDDB7E6,0.5858872366753194,kr,kr,1778C4E79698C38CA6168C2217987E80,470898,0.5858872366753194,8D5E9A84100DF1B5913529233EDDB7E6,916,0.5858872366753194
6318,A173AE5F8E7DFC18BD13251A7C6C1320,13DE180AF10A4691BF64255B53CD9FA6,0.8483052484778145,in,in,A173AE5F8E7DFC18BD13251A7C6C1320,485331,0.8483052484778145,13DE180AF10A4691BF64255B53CD9FA6,6318,0.8483052484778145
2520,403F628555E6ED2C515E55C17339BAC6,32F63B3C1AF26F9851D2CED8457994AC,0.8661421465960494,th,th,403F628555E6ED2C515E55C17339BAC6,493313,0.8661421465960494,32F63B3C1AF26F9851D2CED8457994AC,2520,0.8661421465960494
2373,3C9A19376914C30FE63333A30AF21763,8AB41754BD3E992253985B06CCE68041,0.8091249548584761,jp,jp,3C9A19376914C30FE63333A30AF21763,502240,0.8091249548584761,8AB41754BD3E992253985B06CCE68041,2373,0.8091249548584761
752,13664FFBC74B9A99FA3F9E05C630FB7B,B7D9E8DB623CA85D7BBDA7B2D4B75FEA,0.8014329694500829,cn,cn,13664FFBC74B9A99FA3F9E05C630FB7B,517467,0.8014329694500829,B7D9E8DB623CA85D7BBDA7B2D4B75FEA,752,0.8014329694500829
9093,E88EF6E0A74A6B8765218B9416EEDE8F,C98CF9A1BC982029683B6B136654777F,0.7891059066916626,us,us,E88EF6E0A74A6B8765218B9416EEDE8F,521366,0.7891059066916626,C98CF9A1BC982029683B6B136654777F,9093,0.7891059066916626
8803,E1169FB3CA6E79162008549895ACE35F,C5CB1C75D88DF853DA3FFCF68737CEFD,0.4783441663029854,in,in,E1169FB3CA6E79162008549895ACE35F,536485,0.4783441663029854,C5CB1C75D88DF853DA3FFCF68737CEFD,8803,0.4783441663029854
8256,D434ECE4AF9392B7DE82A24DA8DD97B0,F8E8835CA9F6ECF78AF1FA1E275D31BC,0.7004251519724145,it,it,D434ECE4AF9392B7DE82A24DA8DD97B0,546608,0.7004251519724145,F8E8835CA9F6ECF78AF1FA1E275D31BC,8256,0.7004251519724145
9444,F19D766341F7F1F6EF8E87649777775B,D8924A52EF943FB7C068896BF202A32E,0.8763703741890662,in,in,F19D766341F7F1F6EF8E87649777775B,550229,0.8763703741890662,D8924A52EF943FB7C068896BF202A32E,9444,0.8763703741890662
6956,B351981D52CC512EBC32AB5531000988,7BD1C0C615F561774BDE0D58AF4F0F66,0.6361684204211913,in,in,B351981D52CC512EBC32AB5531000988,563113,0.6361684204211913,7BD1C0C615F561774BDE0D58AF4F0F66,6956,0.6361684204211913
1264,20617EC4DCD20F7DE2F84BC28B5D8565,B6A294E4D155EBCA44E6585EAB66D089,0.5019309689134847,jp,jp,20617EC4DCD20F7DE2F84BC28B5D8565,572162,0.5019309689134847,B6A294E4D155EBCA44E6585EAB66D089,1264,0.5019309689134847
1810,2DFA159B8B287D0E86B2AE1A77F6A3DA,4FBC8DEBE6B8C747ED500CDE86DC9885,0.842207031536141,mx,mx,2DFA159B8B287D0E86B2AE1A77F6A3DA,583145,0.842207031536141,4FBC8DEBE6B8C747ED500CDE86DC9885,1810,0.842207031536141
2194,380BE148C8C733D9A4785945DCCEF284,CD7353CE107DC4DD111BB68C0F211638,0.8234530333786988,ru,ru,380BE148C8C733D9A4785945DCCEF284,598054,0.8234530333786988,CD7353CE107DC4DD111BB68C0F211638,2194,0.8234530333786988
4198,6C21B22DCC7705E4B7DC62C3BFC091C9,47E7241CF4E75671535E5262E9CD5D4B,0.5341850162740228,id,id,6C21B22DCC7705E4B7DC62C3BFC091C9,604387,0.5341850162740228,47E7241CF4E75671535E5262E9CD5D4B,4198,0.5341850162740228
2602,42787F4DAB0518B32A8A4C6492B0229A,F1A030AEC86F1683B17B457395FC7099,0.46127450331349107,id,id,42787F4DAB0518B32A8A4C6492B0229A,610125,0.46127450331349107,F1A030AEC86F1683B17B457395FC7099,2602,0.46127450331349107
4975,7FBE50905EB452244046323136C5F6F9,C81B10F597338EA84D5CB8BDF91B379B,0.9313880108346804,tw,tw,7FBE50905EB452244046323136C5F6F9,620326,0.9313880108346804,C81B10F597338EA84D5CB8BDF91B379B,4975,0.9313880108346804
4266,6E0D83BDC49FB7DD5CCADFC3A0427CEA,5B0B42C3C36E65B4F45BED8634AC4EAF,0.6829740870611645,kh,kh,6E0D83BDC49FB7DD5CCADFC3A0427CEA,636404,0.6829740870611645,5B0B42C3C36E65B4F45BED8634AC4EAF,4266,0.6829740870611645
6975,B39C2FB2C9392224D7821AC361BF12FA,78B4B4AF4321F8FB120DA07D3E2B7229,0.4847345431313468,jp,jp,B39C2FB2C9392224D7821AC361BF12FA,640395,0.4847345431313468,78B4B4AF4321F8FB120DA07D3E2B7229,6975,0.4847345431313468
1312,212C7A3987EA05C4ECE109D08EA5FF69,C4E943F7EE8D95FA4EF9EF27B6C4EE89,0.7670650786999049,us,us,212C7A3987EA05C4ECE109D08EA5FF69,659688,0.7670650786999049,C4E943F7EE8D95FA4EF9EF27B6C4EE89,1312,0.7670650786999049
4705,78F7EDF224FE456C2CBB68CE72662F9E,0FD492D42DB7A0B0539FC682A563D3FE,0.8063151485251787,fr,fr,78F7EDF224FE456C2CBB68CE72662F9E,666909,0.8063151485251787,0FD492D42DB7A0B0539FC682A563D3FE,4705,0.8063151485251787
5188,84E3FDFFB2C22DB09A5ABC1971220C2F,7EBCACCC5EE8FE3D1F0924B8EC7C007A,0.4925351709483033,in,in,84E3FDFFB2C22DB09A5ABC1971220C2F,679335,0.4925351709483033,7EBCACCC5EE8FE3D1F0924B8EC7C007A,5188,0.4925351709483033
9728,F9B0D33A211816786834502C05296585,5B979EAAB87DB63AF787CB5E3A4D648B,0.8794808329902861,kr,kr,F9B0D33A211816786834502C05296585,688837,0.8794808329902861,5B979EAAB87DB63AF787CB5E3A4D648B,9728,0.8794808329902861
9953,FF0327929276DCDD3493AE65BCA69BAD,B82975B32F772EB78710B51D5B48AB19,0.754721806948334,cn,cn,FF0327929276DCDD3493AE65BCA69BAD,695704,0.754721806948334,B82975B32F772EB78710B51D5B48AB19,9953,0.754721806948334
227,05BA4244D1FD48A4D9C320ECC5B594B3,91CBF81974697EB46A920F279105A180,0.6077940239850643,pf,pf,05BA4244D1FD48A4D9C320ECC5B594B3,705924,0.6077940239850643,91CBF81974697EB46A920F279105A180,227,0.6077940239850643
4733,7992D276CA92322A03A25D3425B46CE2,BA36648C5E285559172C6D86907CD5DB,0.6607580506719298,cn,cn,7992D276CA92322A03A25D3425B46CE2,717532,0.6607580506719298,BA36648C5E285559172C6D86907CD5DB,4733,0.6607580506719298
6796,AF025DF42053F8A8E60EFEC84D12A8FE,6F25535427285E1E6282E2C6BD45F015,0.7854529736034322,us,us,AF025DF42053F8A8E60EFEC84D12A8FE,724377,0.7854529736034322,6F25535427285E1E6282E2C6BD45F015,6796,0.7854529736034322
2655,43F1A84AEAF2C9789A922F9550E9268F,978AF33434F17E462C85CCC11CA5B4D2,0.47821227756483825,kh,kh,43F1A84AEAF2C9789A922F9550E9268F,735206,0.47821227756483825,978AF33434F17E462C85CCC11CA5B4D2,2655,0.47821227756483825
8375,D6EFC8688149DAFCCA13775EDE5392EB,0705DCBF6E0100E28B0B5C820781AE8D,0.9481955403377258,us,us,D6EFC8688149DAFCCA13775EDE5392EB,759725,0.9481955403377258,0705DCBF6E0100E28B0B5C820781AE8D,8375,0.9481955403377258
6303,A124F09C0C9A30BF0AAE8F1639641191,9BDE0755F6F5060B46F13B1AF24ECEE4,0.7512748000452453,cn,cn,A124F09C0C9A30BF0AAE8F1639641191,763366,0.7512748000452453,9BDE0755F6F5060B46F13B1AF24ECEE4,6303,0.7512748000452453
471,0BFB73736D13A44ADA9659D13AB2F1A5,EB72D013CE941D098D78E1ED837A7B92,0.7648719424693835,mx,mx,0BFB73736D13A44ADA9659D13AB2F1A5,778435,0.7648719424693835,EB72D013CE941D098D78E1ED837A7B92,471,0.7648719424693835
4068,68799730F7B747526AAD6AC41CC98622,9AB3AAF79EECE9CEF219B1F58370CBDA,0.5913341893214408,it,it,68799730F7B747526AAD6AC41CC98622,782936,0.5913341893214408,9AB3AAF79EECE9CEF219B1F58370CBDA,4068,0.5913341893214408
2763,469D44D076E5B6B7C37AD6812E8F4BD4,B87215004A568BB7817608E7C7F3B862,0.8615339067884251,au,au,469D44D076E5B6B7C37AD6812E8F4BD4,799432,0.8615339067884251,B87215004A568BB7817608E7C7F3B862,2763,0.8615339067884251
9760,FA8A19487BCEDC1A7D6630926BEE8C6B,C93324A2C83C1D57D4F2176B1873FD49,0.9156118978297086,gb,gb,FA8A19487BCEDC1A7D6630926BEE8C6B,805221,0.9156118978297086,C93324A2C83C1D57D4F2176B1873FD49,9760,0.9156118978297086
4657,77E9C1365B3F7D610691F5460BA4B530,56BB5873CD75A9D4D2297208D6BA3908,0.5509150237187735,es,es,77E9C1365B3F7D610691F5460BA4B530,814650,0.5509150237187735,56BB5873CD75A9D4D2297208D6BA3908,4657,0.5509150237187735
1557,2707B2F06A3967105746389278BDF01D,32CE22BD08DFA21D3B30CBA2D2169C03,0.8541167871802329,in,in,2707B2F06A3967105746389278BDF01D,820571,0.8541167871802329,32CE22BD08DFA21D3B30CBA2D2169C03,1557,0.8541167871802329
2662,44139389514C57A30D699DBCB72515DA,3C89488D4FABDBE27180B130386B7BE4,0.923090385429215,ie,ie,44139389514C57A30D699DBCB72515DA,832486,0.923090385429215,3C89488D4FABDBE27180B130386B7BE4,2662,0.923090385429215
6507,A66784CE62116BEB1B9597B00D326677,7CBA86538F8D240741F04354FE0E193A,0.6792649551311631,id,id,A66784CE62116BEB1B9597B00D326677,841018,0.6792649551311631,7CBA86538F8D240741F04354FE0E193A,6507,0.6792649551311631
6824,AFF434AE3F394D80B3303EA3ED51A298,31CC3ED654C0BAFFDBE16537E1171E8D,0.5771499988155435,au,au,AFF434AE3F394D80B3303EA3ED51A298,857511,0.5771499988155435,31CC3ED654C0BAFFDBE16537E1171E8D,6824,0.5771499988155435
4498,743FD76084350CB5A43137D629DA3AF4,6ECB0941AAB220FB97D920D6082840BA,0.7825790121689882,us,us,743FD76084350CB5A43137D629DA3AF4,863263,0.7825790121689882,6ECB0941AAB220FB97D920D6082840BA,4498,0.7825790121689882
1493,2554D67E159BD766B508B2310E2F21DA,CBB7D8FA971B58CD1B19943F2B62F6AC,0.766184754784774,in,in,2554D67E159BD766B508B2310E2F21DA,874131,0.766184754784774,CBB7D8FA971B58CD1B19943F2B62F6AC,1493,0.766184754784774
817,14F8140FC71E69419FD4094A29DD6A7B,25E656324D0926B1CF04F6E8D6D0CF83,0.9047961914614089,kr,kr,14F8140FC71E69419FD4094A29DD6A7B,886243,0.9047961914614089,25E656324D0926B1CF04F6E8D6D0CF83,817,0.9047961914614089
5708,92695AA24439CBF5BB98C3D9F321A1F8,030BA317C5875B15454A6563D605FE5B,0.9999999999999998,lk,lk,92695AA24439CBF5BB98C3D9F321A1F8,899417,0.9999999999999998,030BA317C5875B15454A6563D605FE5B,5708,0.9999999999999998
6511,A6987B0F4C0916C00AAD8CDA4B683A8F,8CB2DB3E9262A97BEE1B9BCF08876DB3,0.5969785631961614,my,my,A6987B0F4C0916C00AAD8CDA4B683A8F,908580,0.5969785631961614,8CB2DB3E9262A97BEE1B9BCF08876DB3,6511,0.5969785631961614
3684,5D9E6504B31F84B8F4F3AE5D5AA96608,26F5D2114F83924148D99016B82C4A1D,1.0000000000000004,it,it,5D9E6504B31F84B8F4F3AE5D5AA96608,910107,1.0000000000000004,26F5D2114F83924148D99016B82C4A1D,3684,1.0000000000000004
8227,D3786CF277F52D7B092B75655B5617E7,3444A866FD2CF9DB113ED480AE2B9DA8,0.7089485051147191,us,us,D3786CF277F52D7B092B75655B5617E7,927058,0.7089485051147191,3444A866FD2CF9DB113ED480AE2B9DA8,8227,0.7089485051147191
7680,C56A022B15250525F8B9BDFC41A13152,60EE359582A2C4A96C99CE202B939161,0.7240248564233241,us,us,C56A022B15250525F8B9BDFC41A13152,937841,0.7240248564233241,60EE359582A2C4A96C99CE202B939161,7680,0.7240248564233241
6024,9A18C77572A2181F8BB6A4B13921A606,190BA7D0523C4EFBB086361025882607,1.0000000000000002,it,it,9A18C77572A2181F8BB6A4B13921A606,941330,1.0000000000000002,190BA7D0523C4EFBB086361025882607,6024,1.0000000000000002
9456,F21CA59C53E2CC4E1A59657D14258F9C,146F3D8F97DF87944070B4C58549056B,1.0000000000000016,au,au,F21CA59C53E2CC4E1A59657D14258F9C,957731,1.0000000000000016,146F3D8F97DF87944070B4C58549056B,9456,1.0000000000000016
4917,7E6063129FAD2ACAA964F862013812C3,6B8772DAF8C60F9AA2A237D426EFDC08,0.7032723269774479,gb,gb,7E6063129FAD2ACAA964F862013812C3,964840,0.7032723269774479,6B8772DAF8C60F9AA2A237D426EFDC08,4917,0.7032723269774479
5255,86424FD3C673546C3C42A822B84FF780,3FA85567C2109BB8576113B690A024A0,0.47942244793626554,kr,kr,86424FD3C673546C3C42A822B84FF780,972278,0.47942244793626554,3FA85567C2109BB8576113B690A024A0,5255,0.47942244793626554
4544,75470A6D2EDF1479BC08ECB9669ED23A,0102678D1922799CF9122B3F103975F1,0.72209245424119,eg,eg,75470A6D2EDF1479BC08ECB9669ED23A,985576,0.72209245424119,0102678D1922799CF9122B3F103975F1,4544,0.72209245424119
2596,42574D81C0B7EF4DC05E0314D99D732F,F2AFB9581BB0992396E4754C0A42A597,0.6853244942477001,in,in,42574D81C0B7EF4DC05E0314D99D732F,990690,0.6853244942477001,F2AFB9581BB0992396E4754C0A42A597,2596,0.6853244942477001
9707,F8F57B2910D8F076700F8E3D49C79A52,41654184E829D48E77FE9F1398FCB697,0.566502104374892,mx,mx,F8F57B2910D8F076700F8E3D49C79A52,1008282,0.566502104374892,41654184E829D48E77FE9F1398FCB697,9707,0.566502104374892
4932,7EBFA4D3D4B699E8617E0785011E6EFC,4C0EBD7CC39D0792683C4B058937CE44,0.5420617072550585,lk,lk,7EBFA4D3D4B699E8617E0785011E6EFC,1014280,0.5420617072550585,4C0EBD7CC39D0792683C4B058937CE44,4932,0.5420617072550585
6410,A41ACDC5EE71BFD2D394B8F71F289BE9,AD03A4666D28B8A23D5B0A3223F61B5A,1.0,lk,lk,A41ACDC5EE71BFD2D394B8F71F289BE9,1021439,1.0,AD03A4666D28B8A23D5B0A3223F61B5A,6410,1.0
9982,FF8A5F92AF401E7A4D1EBA9754641A0D,B2B48352E708E1BCB96CC1FA16D028CE,1.0,au,au,FF8A5F92AF401E7A4D1EBA9754641A0D,1039801,1.0,B2B48352E708E1BCB96CC1FA16D028CE,9982,1.0
579,0F05014F6A7AD654A90D37BEB637CB87,B354A68F8616CAC3DD92F1201287EBBF,0.5606303652831688,cn,cn,0F05014F6A7AD654A90D37BEB637CB87,1045527,0.5606303652831688,B354A68F8616CAC3DD92F1201287EBBF,579,0.5606303652831688
9927,FE356F1F45F8FBECF73A15B069FECA48,920B8D2504138D3CC3E2570AAD895338,0.8721862742838744,cn,cn,FE356F1F45F8FBECF73A15B069FECA48,1051355,0.8721862742838744,920B8D2504138D3CC3E2570AAD895338,9927,0.8721862742838744
